,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
565,Together,37509.0,1,0,9/12/12,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,GER
566,Married,88097.0,1,0,8/18/12,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,SP
567,Married,59041.0,1,1,5/7/14,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,SA
568,Single,43322.0,0,0,4/21/14,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,IND
569,Together,46015.0,1,1,4/13/14,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,SA
570,Together,46015.0,1,1,4/13/14,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,CA
571,Married,34242.0,0,1,3/23/14,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SP
572,Married,65210.0,0,1,3/10/14,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,CA
573,Widow,50520.0,0,1,1/28/14,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,SP
574,Married,90765.0,0,0,1/24/14,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,CA
575,Married,80589.0,0,0,1/22/14,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,AUS
576,Married,49572.0,1,1,12/15/13,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,CA
577,Together,75437.0,0,0,11/9/13,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,SP
578,Divorced,44635.0,1,1,10/11/13,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,SP
579,Married,58512.0,0,1,9/19/13,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,GER
580,Single,62000.0,0,1,8/25/13,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,SP
581,Single,54252.0,1,1,5/28/13,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,AUS
582,Together,45068.0,0,1,5/16/13,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP
583,Single,60474.0,0,1,4/1/13,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,IND
584,Single,60474.0,0,1,4/1/13,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,CA
585,Married,56337.0,1,1,3/27/13,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,SP
586,Together,22434.0,1,0,2/13/13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,SP
587,Together,61416.0,0,0,2/8/13,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,US
588,Married,92163.0,0,0,12/12/12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,SP
589,Together,58656.0,0,1,9/20/12,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,SP
591,Single,8940.0,1,0,8/22/12,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,SP
592,Married,26751.0,2,0,5/22/14,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
593,Married,71427.0,2,0,3/12/14,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,US
594,Together,26646.0,1,0,2/10/14,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,US
595,Divorced,19346.0,1,0,1/30/14,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,CA
596,Single,56243.0,1,2,12/30/13,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,US
597,Married,59892.0,0,1,11/2/13,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,CA
598,Together,71613.0,0,0,8/21/13,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,US
599,Married,25252.0,1,0,7/12/13,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,AUS
600,Single,42160.0,1,1,6/28/13,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,SP
601,Single,15862.0,1,0,6/27/13,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,SP
602,Married,82584.0,0,0,6/4/13,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,SP
603,Married,38360.0,1,0,5/31/13,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,AUS
604,Married,75283.0,1,2,3/27/13,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,SA
605,Together,34941.0,1,1,3/6/13,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,AUS
606,Single,61823.0,0,1,2/18/13,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,AUS
607,Married,90226.0,0,0,9/26/12,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,SA
608,Married,44989.0,0,1,9/12/12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP
609,Married,44989.0,0,1,9/12/12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP
610,Married,43586.0,0,1,8/30/12,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,GER
611,Single,32233.0,1,0,8/19/12,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,SP
612,Together,62882.0,0,1,8/9/12,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,AUS
613,Together,57288.0,0,1,6/25/14,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,CA
614,Together,75774.0,1,0,5/2/14,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SA
615,Together,75774.0,1,0,5/2/14,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SP
616,Single,90247.0,0,0,4/29/14,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,US
617,Single,32218.0,0,0,2/15/14,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,SP
618,Married,84219.0,0,0,2/2/14,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,SA
619,Married,84219.0,0,0,2/2/14,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,CA
620,Divorced,48877.0,0,1,1/5/14,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,SP
621,Together,60905.0,0,1,12/5/13,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,US
622,Married,75236.0,0,1,11/25/13,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,SP
623,Divorced,62551.0,0,0,11/18/13,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,IND
624,Together,70123.0,0,0,9/28/13,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,IND
625,Single,50785.0,1,1,9/10/13,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,CA
626,Married,15315.0,0,0,8/3/13,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP
627,Married,15315.0,0,0,8/3/13,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP
628,Together,64413.0,0,1,8/1/13,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,SP
629,Married,87171.0,0,0,5/1/13,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,SP
630,Single,30081.0,0,1,2/21/13,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,SP
631,Single,20180.0,0,0,2/20/13,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP
632,Single,20180.0,0,0,2/20/13,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP
633,Divorced,55686.0,0,1,2/14/13,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,SP
634,Married,26887.0,0,1,2/10/13,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,SP
635,Married,61996.0,0,1,1/31/13,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,SP
636,Divorced,51537.0,0,1,12/9/12,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,SA
637,Together,72025.0,0,0,11/17/12,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,SP
638,Together,30538.0,1,0,10/1/12,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,SP
639,Single,61618.0,0,0,9/29/12,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,IND
640,Married,77343.0,0,0,6/9/14,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,CA
641,Married,75433.0,1,0,4/5/14,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,SP
642,Widow,82571.0,0,0,4/2/14,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,SP
643,Together,60033.0,0,1,3/29/14,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,SP
644,Single,39062.0,1,0,3/25/14,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,SP
645,Married,30023.0,1,0,3/24/14,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,SP
646,Single,30015.0,1,0,2/2/14,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,SP
647,Married,33228.0,1,0,1/23/14,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,SP
648,Married,22574.0,2,1,10/28/13,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP
649,Married,22574.0,2,1,10/28/13,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP
650,Married,55267.0,0,1,10/21/13,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,CA
651,Together,66886.0,0,1,9/16/13,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,SP
652,Single,72258.0,0,1,9/12/13,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,CA
653,Single,82733.0,0,0,9/10/13,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,SP
654,Divorced,45146.0,1,1,7/15/13,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,IND
655,Single,51250.0,1,0,3/30/13,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,SA
656,Married,32871.0,1,1,3/9/13,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,US
657,Together,63855.0,0,0,2/9/13,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,GER
658,Divorced,42564.0,0,1,1/2/13,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,CA
659,Together,46344.0,0,1,12/14/12,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,CA
660,Married,50437.0,0,2,10/17/12,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,SP
661,Together,70971.0,0,1,9/21/12,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,SP
662,Single,37774.0,2,0,9/3/12,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,SP
663,Married,4023.0,1,1,6/23/14,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,SP
664,Single,33279.0,0,0,6/12/14,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,SP
665,Married,42693.0,1,0,6/7/14,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,SP
666,Together,70545.0,0,1,6/3/14,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,AUS
667,Widow,65486.0,0,1,5/12/14,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,AUS
668,Together,77882.0,0,0,4/30/14,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,SA
669,Together,78468.0,0,0,4/9/14,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,US
670,Together,77226.0,0,1,2/28/14,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,SP
671,Single,90638.0,0,0,2/13/14,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,SP
672,Single,90638.0,0,0,2/13/14,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,SA
673,Together,70666.0,0,0,12/6/13,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,AUS
674,Divorced,59052.0,0,1,11/17/13,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,SA
675,Together,13084.0,0,0,11/2/13,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,US
676,Divorced,49160.0,0,1,10/20/13,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,SP
677,Divorced,23272.0,0,0,10/17/13,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,SP
678,Divorced,49476.0,0,1,6/20/13,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,CA
679,Married,62694.0,1,1,6/17/13,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,SP
680,Together,57906.0,0,1,6/11/13,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,IND
681,Together,71853.0,0,0,5/8/13,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP
682,Together,71853.0,0,0,5/8/13,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP
683,Married,65031.0,0,1,3/17/13,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,GER
684,Together,30507.0,0,0,3/11/13,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,SP
685,Together,67419.0,0,1,1/16/13,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,CA
686,Married,59462.0,0,1,1/5/13,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,US
687,Single,95529.0,0,0,12/3/12,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,SA
688,Widow,53653.0,0,0,11/7/12,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,SP
689,Married,25965.0,0,0,9/7/12,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,SP
690,Married,22979.0,1,0,9/6/12,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,SP
691,Single,64950.0,0,1,8/12/12,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,SA
692,Married,44322.0,1,0,6/16/14,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,SA
693,Married,30096.0,1,0,5/22/14,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,GER
694,Married,30096.0,1,0,5/22/14,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,SP
695,Single,56628.0,0,1,3/21/14,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,CA
696,Together,82326.0,0,0,3/10/14,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,SP
697,Single,71163.0,0,0,3/9/14,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,GER
698,Divorced,71022.0,0,1,2/11/14,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,US
699,Single,42607.0,0,1,11/17/13,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,SA
700,Married,43057.0,0,1,10/30/13,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,SP
701,Married,47808.0,0,1,10/20/13,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,SP
702,Single,29236.0,1,0,10/8/13,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,SP
703,Widow,40590.0,1,1,10/2/13,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA
704,Widow,40590.0,1,1,10/2/13,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA
705,Married,77520.0,0,1,8/28/13,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,0,SP
706,Married,40211.0,1,1,7/30/13,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,SP
707,Together,63516.0,1,1,7/6/13,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,CA
708,Divorced,53034.0,1,1,5/30/13,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,US
709,Together,22669.0,1,0,5/22/13,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,SP
710,Married,79908.0,0,0,4/5/13,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,SP
711,Single,69867.0,0,0,4/2/13,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,SA
712,Divorced,70287.0,0,0,4/2/13,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,AUS
713,Single,37070.0,1,1,3/20/13,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SA
714,Single,37070.0,1,1,3/20/13,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SP
715,Married,38179.0,1,1,3/14/13,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,SA
716,Married,39922.0,1,0,2/14/13,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,IND
717,Married,39922.0,1,0,2/14/13,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,GER
718,Married,39922.0,1,0,2/14/13,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,SA
719,Single,64191.0,0,1,1/22/13,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,SP
720,Single,41658.0,1,1,11/9/12,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,AUS
721,Divorced,40780.0,0,1,9/8/12,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,CA
722,Together,77568.0,0,1,8/25/12,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,SP
723,Single,66503.0,1,0,8/14/12,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,SP
724,Married,83512.0,0,0,6/17/14,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,0,SP
725,Married,31686.0,1,1,6/5/14,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA
726,Together,71322.0,0,1,5/2/14,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,AUS
727,Single,27938.0,1,0,4/28/14,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,AUS
728,Divorced,22263.0,1,1,3/30/14,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,SP
729,Together,34633.0,2,1,1/23/14,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,SA
730,Together,42162.0,1,0,11/19/13,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,0,SP
731,Together,162397.0,1,1,6/3/13,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,SP
732,Widow,54162.0,1,1,3/18/13,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,SP
733,Divorced,41769.0,0,1,2/13/13,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,IND
734,Together,44953.0,0,0,12/21/12,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,GER
735,Married,37717.0,1,0,11/23/12,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SA
736,Married,37717.0,1,0,11/23/12,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SP
737,Together,40548.0,0,1,10/10/12,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,AUS
738,Divorced,67893.0,0,1,10/1/12,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,SA
739,Single,69267.0,0,0,9/22/12,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,1,0,SA
740,Divorced,9548.0,1,0,8/8/12,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,CA
741,Single,68281.0,0,0,8/7/12,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,SP
742,Together,92556.0,0,0,4/20/14,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,SP
743,Single,48526.0,1,0,12/24/13,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,SP
744,Single,90273.0,0,0,12/14/13,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,1,0,SP
745,Together,19414.0,1,0,10/16/13,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,CA
746,Single,79761.0,0,1,10/4/13,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,SA
747,Married,53312.0,0,0,8/9/13,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,SP
748,Together,41039.0,0,0,7/25/13,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,US
749,Together,88347.0,0,0,7/3/13,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,SP
750,Married,50150.0,0,0,6/20/13,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,CA
751,Married,50150.0,0,0,6/20/13,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,SP
752,Single,10245.0,1,0,5/15/13,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,SP
753,Married,33454.0,1,0,5/8/13,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,US
754,Single,40887.0,1,1,5/6/13,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,SP
755,Together,55914.0,0,1,4/29/13,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,US
756,Together,37292.0,1,0,4/18/13,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,SP
757,Married,52914.0,0,1,1/7/13,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,CA
758,Married,24884.0,1,0,11/29/12,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,SP
759,Single,67384.0,0,1,11/10/12,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,SP
760,Married,51651.0,0,1,11/7/12,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,AUS
761,Married,82497.0,0,0,10/31/12,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,SA
762,Married,32632.0,0,0,8/2/12,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,SP
763,Married,33562.0,1,2,6/25/14,33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,0,IND
764,Single,79146.0,1,1,4/24/14,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,GER
765,Single,79146.0,1,1,4/24/14,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,SP
766,Single,36143.0,1,0,3/30/14,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,SP
767,Married,27159.0,1,1,3/29/14,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SP
768,Together,41275.0,1,2,3/24/14,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,0,CA
769,Married,76800.0,0,0,3/8/14,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,IND
770,Married,75794.0,0,0,12/24/13,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,SA
771,Married,30833.0,1,1,7/16/13,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,SP
772,Single,26518.0,1,1,4/8/13,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,0,US
773,Single,91065.0,0,0,2/22/13,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,1,0,SP
774,Single,45183.0,0,0,1/20/13,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,CA
775,Together,48070.0,0,1,1/13/13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0,1,SP
776,Widow,30372.0,1,1,12/25/12,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,SP
777,Widow,30372.0,1,1,12/25/12,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,SP
778,Married,57036.0,0,1,12/11/12,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,IND
779,Widow,66731.0,0,1,9/12/12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,SP
780,Divorced,35682.0,1,0,6/27/14,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,AUS
781,Divorced,10979.0,0,0,5/22/14,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,AUS
782,Divorced,10979.0,0,0,5/22/14,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,SP
783,Divorced,57912.0,0,1,3/17/14,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,SA
784,Married,36026.0,2,1,3/16/14,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,AUS
785,Married,35788.0,1,1,1/23/14,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0,CA
786,Married,42243.0,1,1,12/11/13,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,SA
787,Divorced,46086.0,0,1,11/3/13,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,SP
788,Together,61346.0,1,0,10/6/13,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,IND
789,Single,33316.0,1,1,10/4/13,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,US
790,Single,33316.0,1,1,10/4/13,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,SP
